state,district,year,Season,crop,area,production
Telangana ,KARIMNAGAR,2014,Rabi       ,Onion,551,15051
Telangana ,KARIMNAGAR,2014,Rabi       ,Other  Rabi pulses,42,84
Telangana ,KARIMNAGAR,2014,Rabi       ,Rapeseed &Mustard,1119,2269
Telangana ,KARIMNAGAR,2014,Rabi       ,Rice,99151,358827
Telangana ,KARIMNAGAR,2014,Rabi       ,Sesamum,7269,3664
Telangana ,KARIMNAGAR,2014,Rabi       ,Sunflower,542,810
Telangana ,KARIMNAGAR,2014,Rabi       ,Tobacco,8,31
Telangana ,KARIMNAGAR,2014,Rabi       ,Urad,2315,940
Telangana ,KARIMNAGAR,2014,Whole Year ,Coriander,15,4
Telangana ,KHAMMAM,1997,Kharif     ,Arhar/Tur,25400,8400
Telangana ,KHAMMAM,1997,Kharif     ,Bajra,500,200
Telangana ,KHAMMAM,1997,Kharif     ,Cotton(lint),71000,89400
Telangana ,KHAMMAM,1997,Kharif     ,Dry chillies,9900,24700
Telangana ,KHAMMAM,1997,Kharif     ,Groundnut,2300,1700
Telangana ,KHAMMAM,1997,Kharif     ,Horse-gram,200,100
Telangana ,KHAMMAM,1997,Kharif     ,Jowar,3100,2200
Telangana ,KHAMMAM,1997,Kharif     ,Maize,21500,65600
Telangana ,KHAMMAM,1997,Kharif     ,Moong(Green Gram),36000,15600
Telangana ,KHAMMAM,1997,Kharif     ,Rice,121100,251900
Telangana ,KHAMMAM,1997,Kharif     ,Sesamum,1200,100
Telangana ,KHAMMAM,1997,Kharif     ,Small millets,2000,100
Telangana ,KHAMMAM,1997,Kharif     ,Sugarcane,2400,172900
Telangana ,KHAMMAM,1997,Kharif     ,Sunflower,3800,1700
Telangana ,KHAMMAM,1997,Kharif     ,Tobacco,10100,11500
Telangana ,KHAMMAM,1997,Kharif     ,Urad,900,300
Telangana ,KHAMMAM,1997,Rabi       ,Arhar/Tur,200,100
Telangana ,KHAMMAM,1997,Rabi       ,Dry chillies,7500,18600
Telangana ,KHAMMAM,1997,Rabi       ,Groundnut,17000,21400
Telangana ,KHAMMAM,1997,Rabi       ,Horse-gram,1300,800
Telangana ,KHAMMAM,1997,Rabi       ,Jowar,22400,16400
Telangana ,KHAMMAM,1997,Rabi       ,Maize,2800,8500
Telangana ,KHAMMAM,1997,Rabi       ,Moong(Green Gram),1500,200
Telangana ,KHAMMAM,1997,Rabi       ,Rice,8600,16900
Telangana ,KHAMMAM,1997,Rabi       ,Sesamum,6900,1100
Telangana ,KHAMMAM,1997,Rabi       ,Small millets,1000,100
Telangana ,KHAMMAM,1997,Rabi       ,Urad,6300,3300
Telangana ,KHAMMAM,1998,Kharif     ,Arhar/Tur,23200,11600
Telangana ,KHAMMAM,1998,Kharif     ,Bajra,600,300
Telangana ,KHAMMAM,1998,Kharif     ,Cotton(lint),88100,143100
Telangana ,KHAMMAM,1998,Kharif     ,Dry chillies,13000,45500
Telangana ,KHAMMAM,1998,Kharif     ,Groundnut,1700,1000
Telangana ,KHAMMAM,1998,Kharif     ,Jowar,4400,3000
Telangana ,KHAMMAM,1998,Kharif     ,Maize,16200,37600
Telangana ,KHAMMAM,1998,Kharif     ,Moong(Green Gram),33700,16700
Telangana ,KHAMMAM,1998,Kharif     ,Rice,160700,439400
Telangana ,KHAMMAM,1998,Kharif     ,Sesamum,1400,300
Telangana ,KHAMMAM,1998,Kharif     ,Sunflower,2000,1500
Telangana ,KHAMMAM,1998,Kharif     ,Urad,500,200
Telangana ,KHAMMAM,1998,Rabi       ,Arhar/Tur,500,200
Telangana ,KHAMMAM,1998,Rabi       ,Dry chillies,7700,16300
Telangana ,KHAMMAM,1998,Rabi       ,Groundnut,12100,15700
Telangana ,KHAMMAM,1998,Rabi       ,Horse-gram,1000,400
Telangana ,KHAMMAM,1998,Rabi       ,Jowar,21700,13900
Telangana ,KHAMMAM,1998,Rabi       ,Maize,2300,9500
Telangana ,KHAMMAM,1998,Rabi       ,Moong(Green Gram),1600,200
Telangana ,KHAMMAM,1998,Rabi       ,Rice,24900,68900
Telangana ,KHAMMAM,1998,Rabi       ,Sesamum,7900,1400
Telangana ,KHAMMAM,1998,Rabi       ,Urad,3300,1800
Telangana ,KHAMMAM,1998,Whole Year ,Sugarcane,3800,315900
Telangana ,KHAMMAM,1998,Whole Year ,Tobacco,10700,23000
Telangana ,KHAMMAM,1999,Kharif     ,Bajra,420,246
Telangana ,KHAMMAM,1999,Kharif     ,Castor seed,4,1
Telangana ,KHAMMAM,1999,Kharif     ,Cotton(lint),80796,139254
Telangana ,KHAMMAM,1999,Kharif     ,Groundnut,1366,522
Telangana ,KHAMMAM,1999,Kharif     ,Jowar,3088,2297
Telangana ,KHAMMAM,1999,Kharif     ,Maize,17656,69406
Telangana ,KHAMMAM,1999,Kharif     ,Masoor,24865,14372
Telangana ,KHAMMAM,1999,Kharif     ,Moong(Green Gram),28262,13651
Telangana ,KHAMMAM,1999,Kharif     ,Ragi,8,8
Telangana ,KHAMMAM,1999,Kharif     ,Rice,166514,373491
Telangana ,KHAMMAM,1999,Kharif     ,Sesamum,8601,1282
Telangana ,KHAMMAM,1999,Kharif     ,Sunflower,525,389
Telangana ,KHAMMAM,1999,Kharif     ,Urad,522,311
Telangana ,KHAMMAM,1999,Rabi       ,Gram,15,10
Telangana ,KHAMMAM,1999,Rabi       ,Groundnut,7001,12028
Telangana ,KHAMMAM,1999,Rabi       ,Horse-gram,672,394
Telangana ,KHAMMAM,1999,Rabi       ,Jowar,17560,9640
Telangana ,KHAMMAM,1999,Rabi       ,Maize,2100,8075
Telangana ,KHAMMAM,1999,Rabi       ,Masoor,513,297
Telangana ,KHAMMAM,1999,Rabi       ,Moong(Green Gram),2122,711
Telangana ,KHAMMAM,1999,Rabi       ,Ragi,4,7
Telangana ,KHAMMAM,1999,Rabi       ,Rice,11001,26523
Telangana ,KHAMMAM,1999,Rabi       ,Sesamum,1071,156
Telangana ,KHAMMAM,1999,Rabi       ,Urad,3386,1754
Telangana ,KHAMMAM,1999,Whole Year ,Dry chillies,25372,80055
Telangana ,KHAMMAM,1999,Whole Year ,Sugarcane,4157,282732
Telangana ,KHAMMAM,1999,Whole Year ,Tobacco,5598,8358
Telangana ,KHAMMAM,2000,Kharif     ,Arhar/Tur,25490,13867
Telangana ,KHAMMAM,2000,Kharif     ,Bajra,221,133
Telangana ,KHAMMAM,2000,Kharif     ,Castor seed,16,6
Telangana ,KHAMMAM,2000,Kharif     ,Cotton(lint),82875,192075
Telangana ,KHAMMAM,2000,Kharif     ,Dry chillies,16407,54799
Telangana ,KHAMMAM,2000,Kharif     ,Groundnut,1115,756
Telangana ,KHAMMAM,2000,Kharif     ,Jowar,1240,1168
Telangana ,KHAMMAM,2000,Kharif     ,Maize,18985,56575
Telangana ,KHAMMAM,2000,Kharif     ,Mesta,32,282
Telangana ,KHAMMAM,2000,Kharif     ,Moong(Green Gram),29743,18500
Telangana ,KHAMMAM,2000,Kharif     ,Other Kharif pulses,51,7
Telangana ,KHAMMAM,2000,Kharif     ,Ragi,15,15
Telangana ,KHAMMAM,2000,Kharif     ,Rice,172538,470856
Telangana ,KHAMMAM,2000,Kharif     ,Samai,36,18
Telangana ,KHAMMAM,2000,Kharif     ,Sesamum,7554,1186
Telangana ,KHAMMAM,2000,Kharif     ,Small millets,36,18
Telangana ,KHAMMAM,2000,Kharif     ,Sunflower,81,66
Telangana ,KHAMMAM,2000,Kharif     ,Urad,516,184
Telangana ,KHAMMAM,2000,Rabi       ,Arhar/Tur,902,491
Telangana ,KHAMMAM,2000,Rabi       ,Bajra,91,55
Telangana ,KHAMMAM,2000,Rabi       ,Dry chillies,7285,16078
Telangana ,KHAMMAM,2000,Rabi       ,Gram,27,19
Telangana ,KHAMMAM,2000,Rabi       ,Groundnut,6336,10036
Telangana ,KHAMMAM,2000,Rabi       ,Horse-gram,658,129
Telangana ,KHAMMAM,2000,Rabi       ,Jowar,11418,6794
Telangana ,KHAMMAM,2000,Rabi       ,Maize,2074,9526
Telangana ,KHAMMAM,2000,Rabi       ,Moong(Green Gram),2377,796
Telangana ,KHAMMAM,2000,Rabi       ,Onion,5,126
Telangana ,KHAMMAM,2000,Rabi       ,Other  Rabi pulses,4978,2269
Telangana ,KHAMMAM,2000,Rabi       ,other misc. pulses,49,7
Telangana ,KHAMMAM,2000,Rabi       ,Ragi,4,7
Telangana ,KHAMMAM,2000,Rabi       ,Rapeseed &Mustard,25,6
Telangana ,KHAMMAM,2000,Rabi       ,Rice,10773,33439
Telangana ,KHAMMAM,2000,Rabi       ,Sesamum,967,188
Telangana ,KHAMMAM,2000,Rabi       ,Urad,6048,4627
Telangana ,KHAMMAM,2000,Whole Year ,Banana,754,18152
Telangana ,KHAMMAM,2000,Whole Year ,Cashewnut,10041,1623
Telangana ,KHAMMAM,2000,Whole Year ,Coconut ,1074,11107096
Telangana ,KHAMMAM,2000,Whole Year ,Sugarcane,3748,295196
Telangana ,KHAMMAM,2000,Whole Year ,Sweet potato,9,122
Telangana ,KHAMMAM,2000,Whole Year ,Tobacco,2741,5316
Telangana ,KHAMMAM,2000,Whole Year ,Turmeric,771,3877
Telangana ,KHAMMAM,2001,Kharif     ,Arhar/Tur,21010,9980
Telangana ,KHAMMAM,2001,Kharif     ,Bajra,124,58
Telangana ,KHAMMAM,2001,Kharif     ,Castor seed,5,1
Telangana ,KHAMMAM,2001,Kharif     ,Cotton(lint),99040,208567
Telangana ,KHAMMAM,2001,Kharif     ,Dry chillies,15133,62514
Telangana ,KHAMMAM,2001,Kharif     ,Groundnut,499,508
Telangana ,KHAMMAM,2001,Kharif     ,Jowar,2753,3438
Telangana ,KHAMMAM,2001,Kharif     ,Maize,12246,40779
Telangana ,KHAMMAM,2001,Kharif     ,Moong(Green Gram),23222,10868
Telangana ,KHAMMAM,2001,Kharif     ,Other Kharif pulses,105,23
Telangana ,KHAMMAM,2001,Kharif     ,Ragi,6,8
Telangana ,KHAMMAM,2001,Kharif     ,Rice,98756,254988
Telangana ,KHAMMAM,2001,Kharif     ,Sesamum,7164,1075
Telangana ,KHAMMAM,2001,Kharif     ,Urad,594,260
Telangana ,KHAMMAM,2001,Rabi       ,Arhar/Tur,635,302
Telangana ,KHAMMAM,2001,Rabi       ,Bajra,73,34
Telangana ,KHAMMAM,2001,Rabi       ,Dry chillies,6962,25697
Telangana ,KHAMMAM,2001,Rabi       ,Gram,142,157
Telangana ,KHAMMAM,2001,Rabi       ,Groundnut,5541,9536
Telangana ,KHAMMAM,2001,Rabi       ,Horse-gram,559,184
Telangana ,KHAMMAM,2001,Rabi       ,Jowar,12191,8375
Telangana ,KHAMMAM,2001,Rabi       ,Maize,3957,9065
Telangana ,KHAMMAM,2001,Rabi       ,Moong(Green Gram),2292,699
Telangana ,KHAMMAM,2001,Rabi       ,Onion,4,105
Telangana ,KHAMMAM,2001,Rabi       ,Other  Rabi pulses,4873,1502
Telangana ,KHAMMAM,2001,Rabi       ,Rice,39506,137639
Telangana ,KHAMMAM,2001,Rabi       ,Sesamum,920,178
Telangana ,KHAMMAM,2001,Rabi       ,Urad,7240,1231
Telangana ,KHAMMAM,2001,Whole Year ,Banana,673,13682
Telangana ,KHAMMAM,2001,Whole Year ,Cashewnut,10314,1082
Telangana ,KHAMMAM,2001,Whole Year ,Coconut ,1106,11703240
Telangana ,KHAMMAM,2001,Whole Year ,Sugarcane,5081,431595
Telangana ,KHAMMAM,2001,Whole Year ,Sweet potato,6,80
Telangana ,KHAMMAM,2001,Whole Year ,Tobacco,4781,14615
Telangana ,KHAMMAM,2001,Whole Year ,Turmeric,357,1403
Telangana ,KHAMMAM,2002,Kharif     ,Arhar/Tur,24448,10195
Telangana ,KHAMMAM,2002,Kharif     ,Bajra,292,138
Telangana ,KHAMMAM,2002,Kharif     ,Castor seed,11,4
Telangana ,KHAMMAM,2002,Kharif     ,Cotton(lint),70138,117172
Telangana ,KHAMMAM,2002,Kharif     ,Dry chillies,15358,42219
Telangana ,KHAMMAM,2002,Kharif     ,Gram,18,22
Telangana ,KHAMMAM,2002,Kharif     ,Groundnut,479,500
Telangana ,KHAMMAM,2002,Kharif     ,Jowar,1908,1731
Telangana ,KHAMMAM,2002,Kharif     ,Maize,17923,17081
Telangana ,KHAMMAM,2002,Kharif     ,Moong(Green Gram),25799,10474
Telangana ,KHAMMAM,2002,Kharif     ,Ragi,17,20
Telangana ,KHAMMAM,2002,Kharif     ,Rice,98920,169054
Telangana ,KHAMMAM,2002,Kharif     ,Sesamum,8899,1255
Telangana ,KHAMMAM,2002,Kharif     ,Sunflower,27,22
Telangana ,KHAMMAM,2002,Kharif     ,Urad,843,422
Telangana ,KHAMMAM,2002,Rabi       ,Arhar/Tur,777,324
Telangana ,KHAMMAM,2002,Rabi       ,Bajra,24,11
Telangana ,KHAMMAM,2002,Rabi       ,Dry chillies,5194,18127
Telangana ,KHAMMAM,2002,Rabi       ,Gram,115,142
Telangana ,KHAMMAM,2002,Rabi       ,Groundnut,3917,4963
Telangana ,KHAMMAM,2002,Rabi       ,Horse-gram,503,64
Telangana ,KHAMMAM,2002,Rabi       ,Jowar,7446,4824
Telangana ,KHAMMAM,2002,Rabi       ,Maize,4033,15761
Telangana ,KHAMMAM,2002,Rabi       ,Moong(Green Gram),2488,634
Telangana ,KHAMMAM,2002,Rabi       ,Onion,4,100
Telangana ,KHAMMAM,2002,Rabi       ,Other  Rabi pulses,36,10
Telangana ,KHAMMAM,2002,Rabi       ,other oilseeds,439,545
Telangana ,KHAMMAM,2002,Rabi       ,Rice,4974,12037
Telangana ,KHAMMAM,2002,Rabi       ,Sesamum,583,104
Telangana ,KHAMMAM,2002,Rabi       ,Urad,5025,1161
Telangana ,KHAMMAM,2002,Whole Year ,Banana,735,17937
Telangana ,KHAMMAM,2002,Whole Year ,Beans & Mutter(Vegetable),110,142
Telangana ,KHAMMAM,2002,Whole Year ,Bhindi,362,951
Telangana ,KHAMMAM,2002,Whole Year ,Bottle Gourd,19,0
Telangana ,KHAMMAM,2002,Whole Year ,Brinjal,297,873
Telangana ,KHAMMAM,2002,Whole Year ,Cabbage,10,0
Telangana ,KHAMMAM,2002,Whole Year ,Cashewnut,10618,2334
Telangana ,KHAMMAM,2002,Whole Year ,Citrus Fruit,423,1886
Telangana ,KHAMMAM,2002,Whole Year ,Coconut ,1083,11850836
Telangana ,KHAMMAM,2002,Whole Year ,Cucumber,241,0
Telangana ,KHAMMAM,2002,Whole Year ,Mango,33157,71118
Telangana ,KHAMMAM,2002,Whole Year ,Orange,61,1089
Telangana ,KHAMMAM,2002,Whole Year ,Other Fresh Fruits,200,149
Telangana ,KHAMMAM,2002,Whole Year ,Other Vegetables,577,0
Telangana ,KHAMMAM,2002,Whole Year ,Papaya,25,3261
Telangana ,KHAMMAM,2002,Whole Year ,Pome Fruit,241,1341
Telangana ,KHAMMAM,2002,Whole Year ,Sugarcane,6031,387190
Telangana ,KHAMMAM,2002,Whole Year ,Sweet potato,3,32
Telangana ,KHAMMAM,2002,Whole Year ,Tobacco,3945,10966
Telangana ,KHAMMAM,2002,Whole Year ,Tomato,823,3964
Telangana ,KHAMMAM,2002,Whole Year ,Turmeric,144,731
Telangana ,KHAMMAM,2003,Kharif     ,Arhar/Tur,29176,15405
Telangana ,KHAMMAM,2003,Kharif     ,Bajra,675,412
Telangana ,KHAMMAM,2003,Kharif     ,Castor seed,52,24
Telangana ,KHAMMAM,2003,Kharif     ,Cotton(lint),76338,176475
Telangana ,KHAMMAM,2003,Kharif     ,Dry chillies,19619,65724
Telangana ,KHAMMAM,2003,Kharif     ,Groundnut,535,467
Telangana ,KHAMMAM,2003,Kharif     ,Jowar,2063,1345
Telangana ,KHAMMAM,2003,Kharif     ,Maize,20138,88204
Telangana ,KHAMMAM,2003,Kharif     ,Moong(Green Gram),42930,20478
Telangana ,KHAMMAM,2003,Kharif     ,Ragi,12,13
Telangana ,KHAMMAM,2003,Kharif     ,Rice,130159,377591
Telangana ,KHAMMAM,2003,Kharif     ,Samai,3,1
Telangana ,KHAMMAM,2003,Kharif     ,Sesamum,9897,1376
Telangana ,KHAMMAM,2003,Kharif     ,Small millets,3,1
Telangana ,KHAMMAM,2003,Kharif     ,Sunflower,716,778
Telangana ,KHAMMAM,2003,Kharif     ,Urad,816,587
Telangana ,KHAMMAM,2003,Rabi       ,Arhar/Tur,774,409
Telangana ,KHAMMAM,2003,Rabi       ,Bajra,61,37
Telangana ,KHAMMAM,2003,Rabi       ,Dry chillies,6505,29487
Telangana ,KHAMMAM,2003,Rabi       ,Gram,239,285
Telangana ,KHAMMAM,2003,Rabi       ,Groundnut,6182,7752
Telangana ,KHAMMAM,2003,Rabi       ,Horse-gram,199,65
Telangana ,KHAMMAM,2003,Rabi       ,Jowar,9879,13396
Telangana ,KHAMMAM,2003,Rabi       ,Maize,5430,25434
Telangana ,KHAMMAM,2003,Rabi       ,Moong(Green Gram),4390,1484
Telangana ,KHAMMAM,2003,Rabi       ,Onion,3,83
Telangana ,KHAMMAM,2003,Rabi       ,other oilseeds,432,
Telangana ,KHAMMAM,2003,Rabi       ,Rice,11949,34891
Telangana ,KHAMMAM,2003,Rabi       ,Sesamum,3592,744
Telangana ,KHAMMAM,2003,Rabi       ,Small millets,77,53
Telangana ,KHAMMAM,2003,Rabi       ,Urad,7250,2965
Telangana ,KHAMMAM,2003,Whole Year ,Banana,859,12028
Telangana ,KHAMMAM,2003,Whole Year ,Beans & Mutter(Vegetable),108,642
Telangana ,KHAMMAM,2003,Whole Year ,Bhindi,432,1728
Telangana ,KHAMMAM,2003,Whole Year ,Bottle Gourd,80,0
Telangana ,KHAMMAM,2003,Whole Year ,Brinjal,389,5049
Telangana ,KHAMMAM,2003,Whole Year ,Cabbage,10,0
Telangana ,KHAMMAM,2003,Whole Year ,Cashewnut,10477,1836
Telangana ,KHAMMAM,2003,Whole Year ,Citrus Fruit,509,3721
Telangana ,KHAMMAM,2003,Whole Year ,Coconut ,1050,11933140
Telangana ,KHAMMAM,2003,Whole Year ,Cucumber,291,0
Telangana ,KHAMMAM,2003,Whole Year ,Mango,32889,75002
Telangana ,KHAMMAM,2003,Whole Year ,Orange,36,227
Telangana ,KHAMMAM,2003,Whole Year ,Other Fresh Fruits,177,144
Telangana ,KHAMMAM,2003,Whole Year ,Other Vegetables,815,0
Telangana ,KHAMMAM,2003,Whole Year ,Papaya,38,3451
Telangana ,KHAMMAM,2003,Whole Year ,Pome Fruit,240,2480
Telangana ,KHAMMAM,2003,Whole Year ,Sugarcane,3310,253702
Telangana ,KHAMMAM,2003,Whole Year ,Sweet potato,23,166
Telangana ,KHAMMAM,2003,Whole Year ,Tobacco,4413,10632
Telangana ,KHAMMAM,2003,Whole Year ,Tomato,787,5499
Telangana ,KHAMMAM,2003,Whole Year ,Turmeric,182,956
Telangana ,KHAMMAM,2004,Kharif     ,Arhar/Tur,26863,15258
Telangana ,KHAMMAM,2004,Kharif     ,Bajra,202,64
Telangana ,KHAMMAM,2004,Kharif     ,Castor seed,15,6
Telangana ,KHAMMAM,2004,Kharif     ,Cotton(lint),105398,242415
Telangana ,KHAMMAM,2004,Kharif     ,Dry chillies,20846,93494
Telangana ,KHAMMAM,2004,Kharif     ,Groundnut,641,467
Telangana ,KHAMMAM,2004,Kharif     ,Jowar,542,331
Telangana ,KHAMMAM,2004,Kharif     ,Maize,17588,46045
Telangana ,KHAMMAM,2004,Kharif     ,Moong(Green Gram),32159,17044
Telangana ,KHAMMAM,2004,Kharif     ,Other Kharif pulses,345,96
Telangana ,KHAMMAM,2004,Kharif     ,Ragi,9,17
Telangana ,KHAMMAM,2004,Kharif     ,Rice,136374,387848
Telangana ,KHAMMAM,2004,Kharif     ,Sesamum,5616,949
Telangana ,KHAMMAM,2004,Kharif     ,Sunflower,356,197
Telangana ,KHAMMAM,2004,Kharif     ,Urad,405,185
Telangana ,KHAMMAM,2004,Rabi       ,Arhar/Tur,676,384
Telangana ,KHAMMAM,2004,Rabi       ,Dry chillies,9795,32578
Telangana ,KHAMMAM,2004,Rabi       ,Gram,200,176
Telangana ,KHAMMAM,2004,Rabi       ,Groundnut,5416,7474
Telangana ,KHAMMAM,2004,Rabi       ,Horse-gram,150,49
Telangana ,KHAMMAM,2004,Rabi       ,Jowar,6216,4618
Telangana ,KHAMMAM,2004,Rabi       ,Maize,5723,25994
Telangana ,KHAMMAM,2004,Rabi       ,Moong(Green Gram),2417,788
Telangana ,KHAMMAM,2004,Rabi       ,Onion,3,67
Telangana ,KHAMMAM,2004,Rabi       ,Other  Rabi pulses,2764,1081
Telangana ,KHAMMAM,2004,Rabi       ,Ragi,3,5
Telangana ,KHAMMAM,2004,Rabi       ,Rice,26222,86244
Telangana ,KHAMMAM,2004,Rabi       ,Sesamum,2495,961
Telangana ,KHAMMAM,2004,Rabi       ,Small millets,10,3
Telangana ,KHAMMAM,2004,Rabi       ,Sunflower,291,166
Telangana ,KHAMMAM,2004,Rabi       ,Urad,3829,2719
Telangana ,KHAMMAM,2004,Whole Year ,Banana,935,23134
Telangana ,KHAMMAM,2004,Whole Year ,Cashewnut,10393,3615
Telangana ,KHAMMAM,2004,Whole Year ,Coconut ,1004,11482486
Telangana ,KHAMMAM,2004,Whole Year ,Sugarcane,3624,252647
Telangana ,KHAMMAM,2004,Whole Year ,Sweet potato,24,169
Telangana ,KHAMMAM,2004,Whole Year ,Tobacco,4546,7142
Telangana ,KHAMMAM,2004,Whole Year ,Turmeric,257,1636
Telangana ,KHAMMAM,2005,Kharif     ,Arhar/Tur,26742,16500
Telangana ,KHAMMAM,2005,Kharif     ,Bajra,261,165
Telangana ,KHAMMAM,2005,Kharif     ,Castor seed,6,3
Telangana ,KHAMMAM,2005,Kharif     ,Cotton(lint),109752,220150
Telangana ,KHAMMAM,2005,Kharif     ,Dry chillies,14811,63287
Telangana ,KHAMMAM,2005,Kharif     ,Groundnut,547,508
Telangana ,KHAMMAM,2005,Kharif     ,Jowar,293,255
Telangana ,KHAMMAM,2005,Kharif     ,Maize,24433,68803
Telangana ,KHAMMAM,2005,Kharif     ,Moong(Green Gram),23408,13436
Telangana ,KHAMMAM,2005,Kharif     ,Onion,1,13
Telangana ,KHAMMAM,2005,Kharif     ,Ragi,10,16
Telangana ,KHAMMAM,2005,Kharif     ,Rice,159480,410342
Telangana ,KHAMMAM,2005,Kharif     ,Sesamum,4561,816
Telangana ,KHAMMAM,2005,Kharif     ,Urad,1250,560
Telangana ,KHAMMAM,2005,Rabi       ,Bajra,1,1
Telangana ,KHAMMAM,2005,Rabi       ,Dry chillies,8930,32737
Telangana ,KHAMMAM,2005,Rabi       ,Gram,113,160
Telangana ,KHAMMAM,2005,Rabi       ,Groundnut,5478,7773
Telangana ,KHAMMAM,2005,Rabi       ,Horse-gram,73,19
Telangana ,KHAMMAM,2005,Rabi       ,Jowar,4744,3288
Telangana ,KHAMMAM,2005,Rabi       ,Maize,8808,46039
Telangana ,KHAMMAM,2005,Rabi       ,Moong(Green Gram),2944,2090
Telangana ,KHAMMAM,2005,Rabi       ,Onion,5,99
Telangana ,KHAMMAM,2005,Rabi       ,Other  Rabi pulses,3539,1649
Telangana ,KHAMMAM,2005,Rabi       ,Rice,40611,120615
Telangana ,KHAMMAM,2005,Rabi       ,Safflower,18,8
Telangana ,KHAMMAM,2005,Rabi       ,Sesamum,2998,1115
Telangana ,KHAMMAM,2005,Rabi       ,Urad,4390,3573
Telangana ,KHAMMAM,2005,Whole Year ,Banana,497,
Telangana ,KHAMMAM,2005,Whole Year ,Cashewnut,9276,3195
Telangana ,KHAMMAM,2005,Whole Year ,Coconut ,954,8023244
Telangana ,KHAMMAM,2005,Whole Year ,Coriander,2,1
Telangana ,KHAMMAM,2005,Whole Year ,Sugarcane,3639,331582
Telangana ,KHAMMAM,2005,Whole Year ,Sunflower,503,523
Telangana ,KHAMMAM,2005,Whole Year ,Sweet potato,15,126
Telangana ,KHAMMAM,2005,Whole Year ,Tobacco,4899,11445
Telangana ,KHAMMAM,2005,Whole Year ,Turmeric,265,2019
Telangana ,KHAMMAM,2006,Kharif     ,Arhar/Tur,22343,12177
Telangana ,KHAMMAM,2006,Kharif     ,Bajra,35,12
Telangana ,KHAMMAM,2006,Kharif     ,Castor seed,4,2
Telangana ,KHAMMAM,2006,Kharif     ,Cotton(lint),110101,249346
Telangana ,KHAMMAM,2006,Kharif     ,Dry chillies,22250,101927
Telangana ,KHAMMAM,2006,Kharif     ,Groundnut,398,470
Telangana ,KHAMMAM,2006,Kharif     ,Jowar,208,187
Telangana ,KHAMMAM,2006,Kharif     ,Maize,19177,84954
Telangana ,KHAMMAM,2006,Kharif     ,Moong(Green Gram),19453,8190
Telangana ,KHAMMAM,2006,Kharif     ,Other Kharif pulses,127,23
Telangana ,KHAMMAM,2006,Kharif     ,Ragi,9,14
Telangana ,KHAMMAM,2006,Kharif     ,Rice,155691,383000
Telangana ,KHAMMAM,2006,Kharif     ,Sesamum,2897,382
Telangana ,KHAMMAM,2006,Kharif     ,Urad,732,182
Telangana ,KHAMMAM,2006,Rabi       ,Arhar/Tur,578,315
Telangana ,KHAMMAM,2006,Rabi       ,Dry chillies,6013,24509
Telangana ,KHAMMAM,2006,Rabi       ,Gram,220,303
Telangana ,KHAMMAM,2006,Rabi       ,Groundnut,4957,8204
Telangana ,KHAMMAM,2006,Rabi       ,Horse-gram,74,21
Telangana ,KHAMMAM,2006,Rabi       ,Jowar,4274,3663
Telangana ,KHAMMAM,2006,Rabi       ,Maize,8311,56066
Telangana ,KHAMMAM,2006,Rabi       ,Moong(Green Gram),6047,6482
Telangana ,KHAMMAM,2006,Rabi       ,Other  Rabi pulses,3048,1225
Telangana ,KHAMMAM,2006,Rabi       ,Rice,22510,65121
Telangana ,KHAMMAM,2006,Rabi       ,Sesamum,2633,856
Telangana ,KHAMMAM,2006,Rabi       ,Small millets,29,15
Telangana ,KHAMMAM,2006,Rabi       ,Urad,6478,8065
Telangana ,KHAMMAM,2006,Whole Year ,Banana,983,23929
Telangana ,KHAMMAM,2006,Whole Year ,Cashewnut,9324,1650
Telangana ,KHAMMAM,2006,Whole Year ,Coconut ,819,10348515
Telangana ,KHAMMAM,2006,Whole Year ,Coriander,6,3
Telangana ,KHAMMAM,2006,Whole Year ,Sugarcane,5397,520271
Telangana ,KHAMMAM,2006,Whole Year ,Sunflower,326,386
Telangana ,KHAMMAM,2006,Whole Year ,Sweet potato,23,206
Telangana ,KHAMMAM,2006,Whole Year ,Tobacco,5099,12211
Telangana ,KHAMMAM,2006,Whole Year ,Turmeric,274,1683
Telangana ,KHAMMAM,2007,Kharif     ,Arhar/Tur,19000,11000
Telangana ,KHAMMAM,2007,Kharif     ,Cotton(lint),119000,379000
Telangana ,KHAMMAM,2007,Kharif     ,Dry chillies,21000,73000
Telangana ,KHAMMAM,2007,Kharif     ,Maize,16000,98000
Telangana ,KHAMMAM,2007,Kharif     ,Moong(Green Gram),18000,9000
Telangana ,KHAMMAM,2007,Kharif     ,Rice,146000,450000
Telangana ,KHAMMAM,2007,Kharif     ,Sesamum,2000,1000
Telangana ,KHAMMAM,2007,Kharif     ,Urad,1000,
Telangana ,KHAMMAM,2007,Rabi       ,Dry chillies,9000,35000
Telangana ,KHAMMAM,2007,Rabi       ,Groundnut,6000,9000
Telangana ,KHAMMAM,2007,Rabi       ,Jowar,3000,4000
Telangana ,KHAMMAM,2007,Rabi       ,Maize,13000,80000
Telangana ,KHAMMAM,2007,Rabi       ,Moong(Green Gram),8000,7000
Telangana ,KHAMMAM,2007,Rabi       ,Rice,30000,98000
Telangana ,KHAMMAM,2007,Rabi       ,Sesamum,3000,1000
Telangana ,KHAMMAM,2007,Rabi       ,Sunflower,1000,1000
Telangana ,KHAMMAM,2007,Rabi       ,Urad,8000,8000
